image_id,Original_question,q_type,Mod_qns_Gemini,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000228794,Is this a park?,Is this,Is this a botanical park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000228794.jpg,Is this a <span style='color:red'>botanical</span> park?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> park?,yes
COCO_train2014_000000409668,Are there many cars on the street?,Are,Are there many red cars on the street?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000409668.jpg,Are there many <span style='color:red'>red</span> cars on the street?,Are there many <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cars on the street?,yes
COCO_train2014_000000292296,Do you think this food is healthy?,Do,Do you think this greasy food is healthy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000292296.jpg,Do you think this <span style='color:red'>greasy</span> food is healthy?,Do you think this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> food is healthy?,no
COCO_train2014_000000525591,Is there a lake in the background?,Is there,Is there a lake in the far background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000525591.jpg,Is there a lake in the <span style='color:red'>far</span> background?,Is there a lake in the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> background?,no
COCO_train2014_000000079269,Is this a photo in a store?,Is this,Is this a photo of a refrigerated section in a store?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000079269.jpg,Is this a photo <span style='color:red'>of a refrigerated section</span> in a store?,Is this a photo <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in a store?,yes
COCO_train2014_000000177974,Is the screen locked?,Is the,Is the Apple screen locked?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000177974.jpg,Is the <span style='color:red'>Apple</span> screen locked?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> screen locked?,no
COCO_train2014_000000380714,Are there clouds visible?,Are,Are there fluffy clouds visible?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000380714.jpg,Are there <span style='color:red'>fluffy</span> clouds visible?,Are there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> clouds visible?,yes
COCO_train2014_000000559754,Is this a double parking meter?,Is this,Is this a graffitied parking meter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000559754.jpg,Is this a <span style='color:red'>graffitied</span> parking meter?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> parking meter?,no
COCO_train2014_000000396725,Is there food in the image?,Is there,Is there baked food in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000396725.jpg,Is there <span style='color:red'>baked</span> food in the image?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> food in the image?,yes
COCO_train2014_000000186923,Does the woman have a good figure?,Does,Does the woman with the camera have a good figure?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000186923.jpg,Does the woman <span style='color:red'>with the camera</span> have a good figure?,Does the woman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have a good figure?,yes
COCO_train2014_000000080599,Is this a Continental breakfast?,Is this,Is this a Continental breakfast on the table?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000080599.jpg,Is this a Continental breakfast <span style='color:red'>on the table?</span>,Is this a Continental breakfast <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000218011,Is the suitcase open?,Is the,Is the brown suitcase open?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000218011.jpg,Is the <span style='color:red'>brown</span> suitcase open?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> suitcase open?,no
COCO_train2014_000000090810,Is there a place to dispose of garbage?,Is there,Is there a place to dispose of garbage on the floor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000090810.jpg,Is there a place to dispose of garbage <span style='color:red'>on the floor?</span>,Is there a place to dispose of garbage <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000309135,Is the little zebra looking at the camera?,Is the,Is the little zebra on the right looking at the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000309135.jpg,Is the little zebra <span style='color:red'>on the right</span> looking at the camera?,Is the little zebra <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> looking at the camera?,no
COCO_train2014_000000382655,Is there an open window?,Is there,Is there an open window in the back?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000382655.jpg,Is there an open window <span style='color:red'>in the back?</span>,Is there an open window <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000068084,Is the glass filled with water?,Is the,Is the blue glass filled with water?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000068084.jpg,Is the <span style='color:red'>blue</span> glass filled with water?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> glass filled with water?,yes
COCO_train2014_000000440675,Is this person wearing shorts?,Is this,Is this person in the image wearing shorts?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000440675.jpg,Is this person <span style='color:red'>in the image</span> wearing shorts?,Is this person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing shorts?,no
COCO_train2014_000000026538,Are the giraffes looking at the camera?,Are,Are the giraffes on the right looking at the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000026538.jpg,Are the giraffes <span style='color:red'>on the right</span> looking at the camera?,Are the giraffes <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> looking at the camera?,no
COCO_train2014_000000425063,Is there an even number of donuts or an odd number?,Is there,Is there an even number of chocolate donuts or an odd number?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000425063.jpg,Is there an even number of <span style='color:red'>chocolate</span> donuts or an odd number?,Is there an even number of <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> donuts or an odd number?,even
COCO_train2014_000000040796,Is the sign telling people instructions?,Is the,Is the white sign telling people instructions?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000040796.jpg,Is the <span style='color:red'>white</span> sign telling people instructions?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sign telling people instructions?,yes
COCO_train2014_000000480415,Is the plane on the runway?,Is the,Is the landing plane on the runway?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000480415.jpg,Is the <span style='color:red'>landing</span> plane on the runway?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> plane on the runway?,yes
COCO_train2014_000000054327,Is the building a cathedral?,Is the,Is the stone building a cathedral?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000054327.jpg,Is the <span style='color:red'>stone</span> building a cathedral?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> building a cathedral?,yes
COCO_train2014_000000323664,Does the woman's shirt have sleeves?,Does,Does the woman's black shirt have sleeves?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000323664.jpg,Does the <span style='color:red'>woman's black</span> shirt have sleeves?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> shirt have sleeves?,no
COCO_train2014_000000420079,Is this outdoors?,Is this,Is this red fire hydrant outdoors?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000420079.jpg,Is this <span style='color:red'>red fire hydrant</span> outdoors?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> outdoors?,yes
COCO_train2014_000000097951,Is the motorcycle parked correctly according to law?,Is the,Is the white motorcycle parked correctly according to law?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000097951.jpg,Is the <span style='color:red'>white</span> motorcycle parked correctly according to law?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> motorcycle parked correctly according to law?,yes
COCO_train2014_000000304867,Does this food truck sell hot dogs?,Does,Does the red food truck sell hot dogs?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000304867.jpg,Does <span style='color:red'>the red</span> food truck sell hot dogs?,Does <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> food truck sell hot dogs?,yes
COCO_train2014_000000107535,Is there a streetcar in this picture?,Is there,Is there a red streetcar in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000107535.jpg,Is there a <span style='color:red'>red</span> streetcar in this picture?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> streetcar in this picture?,yes
COCO_train2014_000000133275,Does the man have hair?,Does,Does the bald man have hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000133275.jpg,Does the <span style='color:red'>bald</span> man have hair?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> man have hair?,no
COCO_train2014_000000285488,Is this a Japanese restaurant?,Is this,Is this a Japanese restaurant with a sushi station?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000285488.jpg,Is this a Japanese restaurant <span style='color:red'>with a sushi station?</span>,Is this a Japanese restaurant <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000263526,Are there visible pipes under the sink?,Are,Are there any visible pipes under the blue sink?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000263526.jpg,Are there visible pipes under the <span style='color:red'>blue</span> sink?,Are there visible pipes under the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sink?,no
COCO_train2014_000000214266,Are all of these people kids?,Are,Are all of these people in the foreground kids?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000214266.jpg,Are all of these people <span style='color:red'>in the foreground</span> kids?,Are all of these people <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> kids?,no
