image_id,Original_question,q_type,Mod_qns_Llava,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000077973,Is this a drawing of a real photo?,Is this,Is this a drawing of a real photo depicting a quite city street?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000077973.jpg,Is this a drawing of a real photo <span style='color:red'>depicting a busy city street?</span>,Is this a drawing of a real photo <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,drawing
COCO_train2014_000000489369,Is there a giraffe?,Is there,Is there a giraffe standing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000489369.jpg,Is there a giraffe <span style='color:red'>standing?</span>,Is there a giraffe <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000521452,Is the person wearing a wetsuit?,Is the,Is the person in a blue wetsuit?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000521452.jpg,Is the person <span style='color:red'>in</span> a <span style='color:red'>blue</span> wetsuit?,Is the person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wetsuit?,yes
COCO_train2014_000000565077,Is this an enclosure?,Is this,Is this an enclosure near a large fallen tree and a brown bear lying down on some rocks?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000565077.jpg,Is this an enclosure <span style='color:red'>near a large fallen tree and a brown bear lying down on some rocks?</span>,Is this an enclosure <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000452343,Is the sky clear?,Is the,Is the sky clear and visible in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000452343.jpg,Is the sky clear <span style='color:red'>and visible in the image?</span>,Is the sky clear <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000471596,Is the vase on a table?,Is the,Is the vase on a table?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000471596.jpg,Is the vase on a table?,Is the vase on a table?,yes
COCO_train2014_000000392330,Is this dish suitable for a vegetarian?,Is this,Is this dish suitable for a vegetarian?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000392330.jpg,Is this dish suitable for a vegetarian?,Is this dish suitable for a vegetarian?,yes
COCO_train2014_000000334953,Is there a duck swimming in the water?,Is there,Is there a duck swimming in the water near the person standing on the pier?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334953.jpg,Is there a duck swimming in the water <span style='color:red'>near the person standing on the pier?</span>,Is there a duck swimming in the water <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000079106,Is this a highway?,Is this,Is this a sign advertising an open house from the condos?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000079106.jpg,Is this a <span style='color:red'>sign advertising an open house from the condos?</span>,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000204075,Is the man standing in front of a bar?,Is the,Is the man wearing sunglasses and standing in front of a bar?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000204075.jpg,Is the man <span style='color:red'>wearing sunglasses and</span> standing in front of a bar?,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> standing in front of a bar?,no
COCO_train2014_000000037932,Is the dog sitting down?,Is the,Is the dog sitting down at the sidewalk near the building?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000037932.jpg,Is the dog sitting down <span style='color:red'>at the sidewalk near the building?</span>,Is the dog sitting down <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000083972,Is the person in the foreground blurry?,Is the,Is the blurry person in the foreground walking past a building with clocks?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000083972.jpg,Is the <span style='color:red'>blurry</span> person in the foreground <span style='color:red'>walking past a building with clocks?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> person in the foreground <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000021248,Is there a truck in the street?,Is there,Is there a truck in the street during sunset?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000021248.jpg,Is there a truck in the street <span style='color:red'>during sunset?</span>,Is there a truck in the street <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000202252,Is the bird in the air?,Is the,Is the large bird flying over the beach?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000202252.jpg,Is the <span style='color:red'>large</span> bird <span style='color:red'>flying over</span> the <span style='color:red'>beach?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bird <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000158787,Is this a country scene?,Is this,Is this a busy city scene?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000158787.jpg,Is this a <span style='color:red'>busy city</span> scene?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> scene?,no
COCO_train2014_000000318355,Is this a suitcase?,Is this,Is this a man using a laptop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000318355.jpg,Is this a <span style='color:red'>man using a laptop?</span>,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000488234,Is there a cat under the umbrella?,Is there,"Is there a cat under the umbrella, specifically a little one?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000488234.jpg,"Is there a cat under the umbrella, <span style='color:red'>specifically a little one?</span>","Is there a cat under the umbrella, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",yes
COCO_train2014_000000314897,Is the water cold?,Is the,Is the water near the beach cold?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000314897.jpg,Is the water <span style='color:red'>near the beach</span> cold?,Is the water <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cold?,yes
COCO_train2014_000000332162,Is this pizza sauce heavy?,Is this,"Is the pizza sauce in this large pizza slice heavy, and if so, does it cover all the toppings?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000332162.jpg,"Is <span style='color:red'>the</span> pizza sauce <span style='color:red'>in this large pizza slice</span> heavy, <span style='color:red'>and if so, does it cover all the toppings?</span>","Is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> pizza sauce <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> heavy, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",yes
COCO_train2014_000000252775,Is the man happy?,Is the,Is the man happy while checking on his pet birds in a birdcage at night?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000252775.jpg,Is the man happy <span style='color:red'>while checking on his pet birds in a birdcage at night?</span>,Is the man happy <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000425520,Is the wall purple?,Is the,Is the wall painted purple?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000425520.jpg,Is the wall <span style='color:red'>painted</span> purple?,Is the wall <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> purple?,no
COCO_train2014_000000172135,Is there a glass filled with candy in the photo?,Is there,Is there a glass filled with colorful candy in the photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000172135.jpg,Is there a glass filled with <span style='color:red'>colorful</span> candy in the photo?,Is there a glass filled with <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> candy in the photo?,yes
COCO_train2014_000000159338,Is there any color in this photo?,Is there,Is there any color in this black and white photo of a horse pulling a carriage on a muddy road near a building?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000159338.jpg,Is there any color in this <span style='color:red'>black and white</span> photo <span style='color:red'>of a horse pulling a carriage on a muddy road near a building?</span>,Is there any color in this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> photo <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000306089,Is this a color photo?,Is this,Is this a black and white photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000306089.jpg,Is this a <span style='color:red'>black and white</span> photo?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> photo?,no
COCO_train2014_000000035668,Is there mail in the picture?,Is there,"Is there any mail in the kitchen, specifically in the vase on the counter?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000035668.jpg,"Is there <span style='color:red'>any</span> mail in the <span style='color:red'>kitchen, specifically in the vase on the counter?</span>",Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> mail in the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
